Category,City,Country,Customer ID,Customer Name,Discount,Number of Records,Order Date,Order ID (Returns),Order ID,Person,Postal Code,Product ID,Product Name,Profit,Quantity,Region (People),Region,Returned,Row ID,Sales,Segment,Ship Date,Ship Mode,State1,Sub-Category
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,$124,3,West,West,Yes,2109,398.352,Consumer,10/31/2017,Same Day,California,Binders
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,$124,3,West,West,Yes,2109,398.352,Consumer,10/31/2017,Same Day,California,Binders
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,$124,3,West,West,Yes,2109,398.352,Consumer,10/31/2017,Same Day,California,Binders
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,$124,3,West,West,Yes,2109,398.352,Consumer,10/31/2017,Same Day,California,Binders
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,$124,3,West,West,Yes,2109,398.352,Consumer,10/31/2017,Same Day,California,Binders
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,$124,3,West,West,Yes,2109,398.352,Consumer,10/31/2017,Same Day,California,Binders
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-AR-10004272,Newell 308,$1,3,West,West,Yes,2110,5.04,Consumer,10/31/2017,Same Day,California,Art
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-AR-10004272,Newell 308,$1,3,West,West,Yes,2110,5.04,Consumer,10/31/2017,Same Day,California,Art
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-AR-10004272,Newell 308,$1,3,West,West,Yes,2110,5.04,Consumer,10/31/2017,Same Day,California,Art
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-AR-10004272,Newell 308,$1,3,West,West,Yes,2110,5.04,Consumer,10/31/2017,Same Day,California,Art
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-AR-10004272,Newell 308,$1,3,West,West,Yes,2110,5.04,Consumer,10/31/2017,Same Day,California,Art
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-AR-10004272,Newell 308,$1,3,West,West,Yes,2110,5.04,Consumer,10/31/2017,Same Day,California,Art
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-AR-10004272,Newell 308,$1,3,West,West,Yes,2110,5.04,Consumer,10/31/2017,Same Day,California,Art
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-AR-10004272,Newell 308,$1,3,West,West,Yes,2110,5.04,Consumer,10/31/2017,Same Day,California,Art
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-AR-10004272,Newell 308,$1,3,West,West,Yes,2110,5.04,Consumer,10/31/2017,Same Day,California,Art
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,$8,5,West,West,Yes,2111,17.45,Consumer,10/31/2017,Same Day,California,Fasteners
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,$8,5,West,West,Yes,2111,17.45,Consumer,10/31/2017,Same Day,California,Fasteners
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,$8,5,West,West,Yes,2111,17.45,Consumer,10/31/2017,Same Day,California,Fasteners
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,$8,5,West,West,Yes,2111,17.45,Consumer,10/31/2017,Same Day,California,Fasteners
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,$8,5,West,West,Yes,2111,17.45,Consumer,10/31/2017,Same Day,California,Fasteners
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,$8,5,West,West,Yes,2111,17.45,Consumer,10/31/2017,Same Day,California,Fasteners
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,$8,5,West,West,Yes,2111,17.45,Consumer,10/31/2017,Same Day,California,Fasteners
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,$8,5,West,West,Yes,2111,17.45,Consumer,10/31/2017,Same Day,California,Fasteners
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,$8,5,West,West,Yes,2111,17.45,Consumer,10/31/2017,Same Day,California,Fasteners
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",$20,4,West,West,Yes,2112,323.136,Consumer,10/31/2017,Same Day,California,Chairs
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",$20,4,West,West,Yes,2112,323.136,Consumer,10/31/2017,Same Day,California,Chairs
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",$20,4,West,West,Yes,2112,323.136,Consumer,10/31/2017,Same Day,California,Chairs
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",$20,4,West,West,Yes,2112,323.136,Consumer,10/31/2017,Same Day,California,Chairs
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",$20,4,West,West,Yes,2112,323.136,Consumer,10/31/2017,Same Day,California,Chairs
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",$20,4,West,West,Yes,2112,323.136,Consumer,10/31/2017,Same Day,California,Chairs
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",$20,4,West,West,Yes,2112,323.136,Consumer,10/31/2017,Same Day,California,Chairs
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",$20,4,West,West,Yes,2112,323.136,Consumer,10/31/2017,Same Day,California,Chairs
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",$20,4,West,West,Yes,2112,323.136,Consumer,10/31/2017,Same Day,California,Chairs
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,$8,3,West,West,Yes,2113,29.7,Consumer,10/31/2017,Same Day,California,Supplies
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,$8,3,West,West,Yes,2113,29.7,Consumer,10/31/2017,Same Day,California,Supplies
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,$8,3,West,West,Yes,2113,29.7,Consumer,10/31/2017,Same Day,California,Supplies
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,$8,3,West,West,Yes,2113,29.7,Consumer,10/31/2017,Same Day,California,Supplies
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,$8,3,West,West,Yes,2113,29.7,Consumer,10/31/2017,Same Day,California,Supplies
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,$8,3,West,West,Yes,2113,29.7,Consumer,10/31/2017,Same Day,California,Supplies
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,$8,3,West,West,Yes,2113,29.7,Consumer,10/31/2017,Same Day,California,Supplies
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,$8,3,West,West,Yes,2113,29.7,Consumer,10/31/2017,Same Day,California,Supplies
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,$8,3,West,West,Yes,2113,29.7,Consumer,10/31/2017,Same Day,California,Supplies
Technology,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,$146,4,West,West,Yes,2114,1295.84,Consumer,10/31/2017,Same Day,California,Phones
Technology,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,$146,4,West,West,Yes,2114,1295.84,Consumer,10/31/2017,Same Day,California,Phones
Technology,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,$146,4,West,West,Yes,2114,1295.84,Consumer,10/31/2017,Same Day,California,Phones
Technology,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,$146,4,West,West,Yes,2114,1295.84,Consumer,10/31/2017,Same Day,California,Phones
Technology,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,$146,4,West,West,Yes,2114,1295.84,Consumer,10/31/2017,Same Day,California,Phones
Technology,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,$146,4,West,West,Yes,2114,1295.84,Consumer,10/31/2017,Same Day,California,Phones
Technology,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,$146,4,West,West,Yes,2114,1295.84,Consumer,10/31/2017,Same Day,California,Phones
Technology,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,$146,4,West,West,Yes,2114,1295.84,Consumer,10/31/2017,Same Day,California,Phones
Technology,Redlands,United States,SG-20080,Sandra Glassco,0.2,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,$146,4,West,West,Yes,2114,1295.84,Consumer,10/31/2017,Same Day,California,Phones
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-ST-10003638,Mobile Personal File Cube,$13,2,West,West,Yes,2115,46.84,Consumer,10/31/2017,Same Day,California,Storage
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-ST-10003638,Mobile Personal File Cube,$13,2,West,West,Yes,2115,46.84,Consumer,10/31/2017,Same Day,California,Storage
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-ST-10003638,Mobile Personal File Cube,$13,2,West,West,Yes,2115,46.84,Consumer,10/31/2017,Same Day,California,Storage
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-ST-10003638,Mobile Personal File Cube,$13,2,West,West,Yes,2115,46.84,Consumer,10/31/2017,Same Day,California,Storage
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-ST-10003638,Mobile Personal File Cube,$13,2,West,West,Yes,2115,46.84,Consumer,10/31/2017,Same Day,California,Storage
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-ST-10003638,Mobile Personal File Cube,$13,2,West,West,Yes,2115,46.84,Consumer,10/31/2017,Same Day,California,Storage
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-ST-10003638,Mobile Personal File Cube,$13,2,West,West,Yes,2115,46.84,Consumer,10/31/2017,Same Day,California,Storage
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-ST-10003638,Mobile Personal File Cube,$13,2,West,West,Yes,2115,46.84,Consumer,10/31/2017,Same Day,California,Storage
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,0,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,OFF-ST-10003638,Mobile Personal File Cube,$13,2,West,West,Yes,2115,46.84,Consumer,10/31/2017,Same Day,California,Storage
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.15,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,$20,1,West,West,Yes,2116,425.833,Consumer,10/31/2017,Same Day,California,Bookcases
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.15,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,$20,1,West,West,Yes,2116,425.833,Consumer,10/31/2017,Same Day,California,Bookcases
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.15,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,$20,1,West,West,Yes,2116,425.833,Consumer,10/31/2017,Same Day,California,Bookcases
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.15,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,$20,1,West,West,Yes,2116,425.833,Consumer,10/31/2017,Same Day,California,Bookcases
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.15,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,$20,1,West,West,Yes,2116,425.833,Consumer,10/31/2017,Same Day,California,Bookcases
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.15,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,$20,1,West,West,Yes,2116,425.833,Consumer,10/31/2017,Same Day,California,Bookcases
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.15,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,$20,1,West,West,Yes,2116,425.833,Consumer,10/31/2017,Same Day,California,Bookcases
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.15,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,$20,1,West,West,Yes,2116,425.833,Consumer,10/31/2017,Same Day,California,Bookcases
Furniture,Redlands,United States,SG-20080,Sandra Glassco,0.15,1,10/31/2017,CA-2017-164882,CA-2017-164882,Anna Andreadi,92374,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,$20,1,West,West,Yes,2116,425.833,Consumer,10/31/2017,Same Day,California,Bookcases
Furniture,York,United States,TS-21160,Theresa Swint,0.3,1,6/25/2018,US-2018-152051,US-2018-152051,Chuck Magee,17403,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",-$18,3,East,East,Yes,2146,422.058,Corporate,6/29/2018,Standard Class,Pennsylvania,Chairs
Furniture,York,United States,TS-21160,Theresa Swint,0.3,1,6/25/2018,US-2018-152051,US-2018-152051,Chuck Magee,17403,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",-$18,3,East,East,Yes,2146,422.058,Corporate,6/29/2018,Standard Class,Pennsylvania,Chairs
Furniture,York,United States,TS-21160,Theresa Swint,0.3,1,6/25/2018,US-2018-152051,US-2018-152051,Chuck Magee,17403,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",-$18,3,East,East,Yes,2146,422.058,Corporate,6/29/2018,Standard Class,Pennsylvania,Chairs
Office Supplies,York,United States,TS-21160,Theresa Swint,0.7,1,6/25/2018,US-2018-152051,US-2018-152051,Chuck Magee,17403,OFF-BI-10004781,GBC Wire Binding Strips,-$28,4,East,East,Yes,2147,38.088,Corporate,6/29/2018,Standard Class,Pennsylvania,Binders
Office Supplies,York,United States,TS-21160,Theresa Swint,0.7,1,6/25/2018,US-2018-152051,US-2018-152051,Chuck Magee,17403,OFF-BI-10004781,GBC Wire Binding Strips,-$28,4,East,East,Yes,2147,38.088,Corporate,6/29/2018,Standard Class,Pennsylvania,Binders
Office Supplies,York,United States,TS-21160,Theresa Swint,0.7,1,6/25/2018,US-2018-152051,US-2018-152051,Chuck Magee,17403,OFF-BI-10004781,GBC Wire Binding Strips,-$28,4,East,East,Yes,2147,38.088,Corporate,6/29/2018,Standard Class,Pennsylvania,Binders
Office Supplies,York,United States,TS-21160,Theresa Swint,0.2,1,6/25/2018,US-2018-152051,US-2018-152051,Chuck Magee,17403,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",-$51,6,East,East,Yes,2148,254.352,Corporate,6/29/2018,Standard Class,Pennsylvania,Storage
Office Supplies,York,United States,TS-21160,Theresa Swint,0.2,1,6/25/2018,US-2018-152051,US-2018-152051,Chuck Magee,17403,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",-$51,6,East,East,Yes,2148,254.352,Corporate,6/29/2018,Standard Class,Pennsylvania,Storage
Office Supplies,York,United States,TS-21160,Theresa Swint,0.2,1,6/25/2018,US-2018-152051,US-2018-152051,Chuck Magee,17403,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",-$51,6,East,East,Yes,2148,254.352,Corporate,6/29/2018,Standard Class,Pennsylvania,Storage
Office Supplies,Knoxville,United States,AG-10390,Allen Goldenen,0.2,1,12/1/2018,CA-2018-136483,CA-2018-136483,Cassandra Brandow,37918,OFF-AR-10000940,Newell 343,$0,2,South,South,Yes,2197,4.704,Consumer,12/6/2018,Standard Class,Tennessee,Art
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-ST-10003442,Eldon Portable Mobile Manager,$15,2,West,West,Yes,2243,56.56,Home Office,11/25/2019,Standard Class,California,Storage
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-ST-10003442,Eldon Portable Mobile Manager,$15,2,West,West,Yes,2243,56.56,Home Office,11/25/2019,Standard Class,California,Storage
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-ST-10003442,Eldon Portable Mobile Manager,$15,2,West,West,Yes,2243,56.56,Home Office,11/25/2019,Standard Class,California,Storage
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-ST-10003442,Eldon Portable Mobile Manager,$15,2,West,West,Yes,2243,56.56,Home Office,11/25/2019,Standard Class,California,Storage
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-ST-10003442,Eldon Portable Mobile Manager,$15,2,West,West,Yes,2243,56.56,Home Office,11/25/2019,Standard Class,California,Storage
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-AR-10003856,Newell 344,$1,2,West,West,Yes,2244,5.56,Home Office,11/25/2019,Standard Class,California,Art
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-AR-10003856,Newell 344,$1,2,West,West,Yes,2244,5.56,Home Office,11/25/2019,Standard Class,California,Art
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-AR-10003856,Newell 344,$1,2,West,West,Yes,2244,5.56,Home Office,11/25/2019,Standard Class,California,Art
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-AR-10003856,Newell 344,$1,2,West,West,Yes,2244,5.56,Home Office,11/25/2019,Standard Class,California,Art
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-AR-10003856,Newell 344,$1,2,West,West,Yes,2244,5.56,Home Office,11/25/2019,Standard Class,California,Art
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-FA-10004248,Advantus T-Pin Paper Clips,$4,2,West,West,Yes,2245,9.02,Home Office,11/25/2019,Standard Class,California,Fasteners
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-FA-10004248,Advantus T-Pin Paper Clips,$4,2,West,West,Yes,2245,9.02,Home Office,11/25/2019,Standard Class,California,Fasteners
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-FA-10004248,Advantus T-Pin Paper Clips,$4,2,West,West,Yes,2245,9.02,Home Office,11/25/2019,Standard Class,California,Fasteners
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-FA-10004248,Advantus T-Pin Paper Clips,$4,2,West,West,Yes,2245,9.02,Home Office,11/25/2019,Standard Class,California,Fasteners
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-FA-10004248,Advantus T-Pin Paper Clips,$4,2,West,West,Yes,2245,9.02,Home Office,11/25/2019,Standard Class,California,Fasteners
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",$2,1,West,West,Yes,2246,8.62,Home Office,11/25/2019,Standard Class,California,Appliances
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,0,1,11/21/2019,CA-2019-103380,CA-2019-103380,Anna Andreadi,91104,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",$2,1,West,West,Yes,2246,8.62,Home Office,11/25/2019,Standard Class,California,Appliances
