Category,City,Country,Customer ID,Customer Name,Discount,Number of Records,Order Date,Order ID,Person,Postal Code,Product ID,Product Name,Profit,Quantity,Region (People),Region,Row ID,Sales,Segment,Ship Date,Ship Mode,State1,Sub-Category
Furniture,Tampa,United States,SW-20455,Shaun Weien,0.2,1,7/17/2019,CA-2019-139948,Cassandra Brandow,33614,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",$2,2,South,South,2440,7.904,Consumer,7/22/2019,Standard Class,Florida,Furnishings
Technology,Passaic,United States,AF-10870,Art Ferguson,0,1,5/22/2018,CA-2018-146934,Chuck Magee,07055,TEC-PH-10004614,AT&T 841000 Phone,$86,5,East,East,2441,345,Consumer,5/27/2018,Standard Class,New Jersey,Phones
Furniture,Passaic,United States,AF-10870,Art Ferguson,0.3,1,5/22/2018,CA-2018-146934,Chuck Magee,07055,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,-$20,2,East,East,2442,174.286,Consumer,5/27/2018,Standard Class,New Jersey,Tables
Office Supplies,Passaic,United States,AF-10870,Art Ferguson,0,1,5/22/2018,CA-2018-146934,Chuck Magee,07055,OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,$172,4,East,East,2443,662.84,Consumer,5/27/2018,Standard Class,New Jersey,Appliances
Technology,Passaic,United States,AF-10870,Art Ferguson,0,1,5/22/2018,CA-2018-146934,Chuck Magee,07055,TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,$30,5,East,East,2444,95.1,Consumer,5/27/2018,Standard Class,New Jersey,Accessories
Office Supplies,Passaic,United States,AF-10870,Art Ferguson,0,1,5/22/2018,CA-2018-146934,Chuck Magee,07055,OFF-EN-10002973,Ampad #10 Peel & Seel Holiday Envelopes,$13,6,East,East,2445,26.88,Consumer,5/27/2018,Standard Class,New Jersey,Envelopes
Technology,Passaic,United States,AF-10870,Art Ferguson,0,1,5/22/2018,CA-2018-146934,Chuck Magee,07055,TEC-PH-10001336,Digium D40 VoIP phone,$75,2,East,East,2446,257.98,Consumer,5/27/2018,Standard Class,New Jersey,Phones
Office Supplies,Los Angeles,United States,AM-10705,Anne McFarland,0,1,9/25/2017,CA-2017-100573,Anna Andreadi,90004,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",$8,2,West,West,2447,17.48,Consumer,10/1/2017,Standard Class,California,Envelopes
Furniture,Philadelphia,United States,BD-11320,Bill Donatelli,0.3,1,10/31/2018,CA-2018-119165,Chuck Magee,19143,FUR-CH-10000988,Hon Olson Stacker Stools,-$14,5,East,East,2448,492.835,Consumer,11/6/2018,Standard Class,Pennsylvania,Chairs
Office Supplies,North Charleston,United States,CM-12385,Christopher Martinez,0,1,9/14/2017,CA-2017-128027,Cassandra Brandow,29406,OFF-ST-10001809,Fellowes Officeware Wire Shelving,$5,3,South,South,2449,269.49,Consumer,9/17/2017,Second Class,South Carolina,Storage
Office Supplies,San Jose,United States,CS-12400,Christopher Schild,0.2,1,11/5/2018,CA-2018-140207,Anna Andreadi,95123,OFF-BI-10003963,Cardinal Holdit Data Disk Pockets,$10,5,West,West,2450,29.12,Home Office,11/10/2018,Standard Class,California,Binders
Office Supplies,New York City,United States,DB-13405,Denny Blanton,0,1,3/17/2019,CA-2019-140949,Chuck Magee,10011,OFF-LA-10000081,Avery 496,$9,5,East,East,2451,18.75,Consumer,3/22/2019,Second Class,New York,Labels
Technology,New York City,United States,DB-13405,Denny Blanton,0,1,3/17/2019,CA-2019-140949,Chuck Magee,10011,TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,$31,6,East,East,2452,119.7,Consumer,3/22/2019,Second Class,New York,Phones
Office Supplies,New York City,United States,DB-13405,Denny Blanton,0.2,1,3/17/2019,CA-2019-140949,Chuck Magee,10011,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",$3,3,East,East,2453,9.144,Consumer,3/22/2019,Second Class,New York,Binders
Technology,New York City,United States,DB-13405,Denny Blanton,0,1,3/17/2019,CA-2019-140949,Chuck Magee,10011,TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,$18,3,East,East,2454,57.06,Consumer,3/22/2019,Second Class,New York,Accessories
Technology,New York City,United States,DB-13405,Denny Blanton,0,1,3/17/2019,CA-2019-140949,Chuck Magee,10011,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,$14,8,East,East,2455,71.6,Consumer,3/22/2019,Second Class,New York,Accessories
Office Supplies,New York City,United States,DB-13405,Denny Blanton,0,1,3/17/2019,CA-2019-140949,Chuck Magee,10011,OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",$28,8,East,East,2456,107.44,Consumer,3/22/2019,Second Class,New York,Storage
Office Supplies,New York City,United States,DB-13405,Denny Blanton,0,1,3/17/2019,CA-2019-140949,Chuck Magee,10011,OFF-LA-10004093,Avery 486,$3,1,East,East,2457,7.31,Consumer,3/22/2019,Second Class,New York,Labels
Office Supplies,New York City,United States,DB-13405,Denny Blanton,0,1,3/17/2019,CA-2019-140949,Chuck Magee,10011,OFF-AR-10001683,Lumber Crayons,$22,6,East,East,2458,59.1,Consumer,3/22/2019,Second Class,New York,Art
Office Supplies,New York City,United States,DB-13405,Denny Blanton,0,1,3/17/2019,CA-2019-140949,Chuck Magee,10011,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",$12,3,East,East,2459,46.53,Consumer,3/22/2019,Second Class,New York,Storage
Office Supplies,Plainfield,United States,JG-15160,James Galang,0,1,8/15/2019,CA-2019-138548,Chuck Magee,07060,OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",$25,2,East,East,2460,97.84,Consumer,8/21/2019,Standard Class,New Jersey,Appliances
Office Supplies,Seattle,United States,SC-20380,Shahid Collister,0,1,7/11/2017,CA-2017-142419,Anna Andreadi,98115,OFF-PA-10001763,Xerox 1896,$13,3,West,West,2461,29.97,Consumer,7/13/2017,Second Class,Washington,Paper
Office Supplies,Seattle,United States,SC-20380,Shahid Collister,0.2,1,7/11/2017,CA-2017-142419,Anna Andreadi,98115,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",$34,3,West,West,2462,98.352,Consumer,7/13/2017,Second Class,Washington,Binders
Office Supplies,New York City,United States,CS-12460,Chuck Sachs,0.2,1,12/3/2019,CA-2019-148691,Chuck Magee,10009,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,$29,5,East,East,2463,83.92,Consumer,12/9/2019,Standard Class,New York,Binders
Office Supplies,New York City,United States,CS-12460,Chuck Sachs,0.2,1,12/3/2019,CA-2019-148691,Chuck Magee,10009,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,$5,2,East,East,2464,14.624,Consumer,12/9/2019,Standard Class,New York,Binders
Technology,New York City,United States,CS-12460,Chuck Sachs,0,1,12/3/2019,CA-2019-148691,Chuck Magee,10009,TEC-PH-10000576,AT&T 1080 Corded phone,$37,1,East,East,2465,136.99,Consumer,12/9/2019,Standard Class,New York,Phones
Office Supplies,New York City,United States,CS-12460,Chuck Sachs,0,1,12/3/2019,CA-2019-148691,Chuck Magee,10009,OFF-LA-10001317,Avery 520,$2,1,East,East,2466,3.15,Consumer,12/9/2019,Standard Class,New York,Labels
Office Supplies,Newport News,United States,MK-18160,Mike Kennedy,0,1,5/4/2019,CA-2019-128755,Cassandra Brandow,23602,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",$4,1,South,South,2467,9.11,Consumer,5/8/2019,Standard Class,Virginia,Paper
Office Supplies,Newport News,United States,MK-18160,Mike Kennedy,0,1,5/4/2019,CA-2019-128755,Cassandra Brandow,23602,OFF-ST-10003306,Letter Size Cart,$166,4,South,South,2468,571.44,Consumer,5/8/2019,Standard Class,Virginia,Storage
Office Supplies,Newport News,United States,MK-18160,Mike Kennedy,0,1,5/4/2019,CA-2019-128755,Cassandra Brandow,23602,OFF-PA-10004983,Xerox 23,$16,5,South,South,2469,32.4,Consumer,5/8/2019,Standard Class,Virginia,Paper
Office Supplies,Newport News,United States,MK-18160,Mike Kennedy,0,1,5/4/2019,CA-2019-128755,Cassandra Brandow,23602,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",$5,1,South,South,2470,16.91,Consumer,5/8/2019,Standard Class,Virginia,Storage
Furniture,Fayetteville,United States,CM-11935,Carlos Meador,0.2,1,1/22/2018,US-2018-135923,Cassandra Brandow,28314,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,$4,8,South,South,2471,14.272,Consumer,1/28/2018,Standard Class,North Carolina,Furnishings
Furniture,Fayetteville,United States,CM-11935,Carlos Meador,0.2,1,1/22/2018,US-2018-135923,Cassandra Brandow,28314,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",-$68,4,South,South,2472,451.136,Consumer,1/28/2018,Standard Class,North Carolina,Bookcases
Office Supplies,Fayetteville,United States,CM-11935,Carlos Meador,0.2,1,1/22/2018,US-2018-135923,Cassandra Brandow,28314,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,$6,4,South,South,2473,64.864,Consumer,1/28/2018,Standard Class,North Carolina,Appliances
Furniture,Los Angeles,United States,PF-19225,Phillip Flathmann,0.2,1,11/3/2018,CA-2018-114972,Anna Andreadi,90032,FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,-$30,2,West,West,2474,217.584,Consumer,11/6/2018,First Class,California,Chairs
Technology,Los Angeles,United States,PF-19225,Phillip Flathmann,0,1,11/3/2018,CA-2018-114972,Anna Andreadi,90032,TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,$29,5,West,West,2475,82.95,Consumer,11/6/2018,First Class,California,Accessories
Office Supplies,Los Angeles,United States,PF-19225,Phillip Flathmann,0,1,11/3/2018,CA-2018-114972,Anna Andreadi,90032,OFF-LA-10004545,Avery 50,$41,7,West,West,2476,87.71,Consumer,11/6/2018,First Class,California,Labels
Office Supplies,Los Angeles,United States,PF-19225,Phillip Flathmann,0,1,11/3/2018,CA-2018-114972,Anna Andreadi,90032,OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,$430,4,West,West,2477,1101.48,Consumer,11/6/2018,First Class,California,Appliances
Furniture,Los Angeles,United States,GM-14695,Greg Maxwell,0.2,1,9/4/2019,CA-2019-102750,Anna Andreadi,90036,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,-$99,3,West,West,2478,1322.352,Corporate,9/8/2019,Second Class,California,Tables
Office Supplies,New York City,United States,DC-12850,Dan Campbell,0,1,9/13/2016,CA-2016-145212,Chuck Magee,10011,OFF-AR-10002833,Newell 322,$1,3,East,East,2479,5.46,Consumer,9/19/2016,Standard Class,New York,Art
Office Supplies,Dallas,United States,FO-14305,Frank Olsen,0.2,1,6/19/2019,CA-2019-141992,Kelly Williams,75220,OFF-SU-10002557,Fiskars Spring-Action Scissors,$1,1,Central,Central,2480,11.184,Consumer,6/25/2019,Standard Class,Texas,Supplies
Office Supplies,Dallas,United States,FO-14305,Frank Olsen,0.2,1,6/19/2019,CA-2019-141992,Kelly Williams,75220,OFF-ST-10003656,Safco Industrial Wire Shelving,-$33,2,Central,Central,2481,153.584,Consumer,6/25/2019,Standard Class,Texas,Storage
Office Supplies,Seattle,United States,AH-10210,Alan Hwang,0,1,12/24/2019,CA-2019-147956,Anna Andreadi,98105,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,$0,6,West,West,2482,1003.62,Consumer,12/31/2019,Standard Class,Washington,Storage
Technology,Seattle,United States,KN-16705,Kristina Nunn,0.2,1,8/28/2019,CA-2019-126067,Anna Andreadi,98105,TEC-PH-10000912,Anker 24W Portable Micro USB Car Charger,$11,4,West,West,2483,35.168,Home Office,9/3/2019,Standard Class,Washington,Phones
Furniture,Seattle,United States,KN-16705,Kristina Nunn,0,1,8/28/2019,CA-2019-126067,Anna Andreadi,98105,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",$250,5,West,West,2484,1137.75,Home Office,9/3/2019,Standard Class,Washington,Tables
Office Supplies,Seattle,United States,KN-16705,Kristina Nunn,0.2,1,8/28/2019,CA-2019-126067,Anna Andreadi,98105,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,$32,5,West,West,2485,99.68,Home Office,9/3/2019,Standard Class,Washington,Binders
Office Supplies,Seattle,United States,KN-16705,Kristina Nunn,0,1,8/28/2019,CA-2019-126067,Anna Andreadi,98105,OFF-AR-10003856,Newell 344,$1,2,West,West,2486,5.56,Home Office,9/3/2019,Standard Class,Washington,Art
Office Supplies,Newark,United States,CB-12535,Claudia Bergmann,0,1,1/2/2017,CA-2017-104514,Chuck Magee,19711,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",$22,2,East,East,2487,85.52,Corporate,1/4/2017,Second Class,Delaware,Storage
Office Supplies,Newark,United States,CB-12535,Claudia Bergmann,0,1,1/2/2017,CA-2017-104514,Chuck Magee,19711,OFF-AR-10001473,Newell 313,$3,3,East,East,2488,9.84,Corporate,1/4/2017,Second Class,Delaware,Art
Office Supplies,Newark,United States,CB-12535,Claudia Bergmann,0,1,1/2/2017,CA-2017-104514,Chuck Magee,19711,OFF-PA-10004285,Xerox 1959,$10,3,East,East,2489,20.04,Corporate,1/4/2017,Second Class,Delaware,Paper
Technology,New York City,United States,TB-21250,Tim Brockman,0,1,10/9/2017,CA-2017-141040,Chuck Magee,10024,TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,$303,4,East,East,2490,631.96,Consumer,10/13/2017,Second Class,New York,Phones
Office Supplies,New York City,United States,TB-21250,Tim Brockman,0,1,10/9/2017,CA-2017-141040,Chuck Magee,10024,OFF-PA-10002245,Xerox 1895,$11,4,East,East,2491,23.92,Consumer,10/13/2017,Second Class,New York,Paper
Office Supplies,Los Angeles,United States,KD-16345,Katherine Ducich,0,1,12/13/2016,CA-2016-113579,Anna Andreadi,90049,OFF-PA-10001457,White GlueTop Scratch Pads,$42,6,West,West,2492,90.24,Consumer,12/15/2016,Second Class,California,Paper
Technology,Jamestown,United States,JM-15865,John Murray,0,1,11/19/2016,CA-2016-144624,Chuck Magee,14701,TEC-PH-10002885,Apple iPhone 5,"$1,228",7,East,East,2493,4548.81,Consumer,11/23/2016,Standard Class,New York,Phones
Furniture,Houston,United States,KT-16480,Kean Thornton,0.3,1,9/10/2018,CA-2018-146206,Kelly Williams,77095,FUR-TA-10004086,KI Adjustable-Height Table,-$34,5,Central,Central,2494,300.93,Consumer,9/14/2018,Second Class,Texas,Tables
Technology,Houston,United States,KT-16480,Kean Thornton,0.2,1,9/10/2018,CA-2018-146206,Kelly Williams,77095,TEC-PH-10000895,Polycom VVX 310 VoIP phone,$54,5,Central,Central,2495,719.96,Consumer,9/14/2018,Second Class,Texas,Phones
Furniture,Mishawaka,United States,SC-20575,Sonia Cooley,0,1,6/16/2016,CA-2016-136644,Kelly Williams,46544,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",$32,8,Central,Central,2496,647.84,Consumer,6/22/2016,Standard Class,Indiana,Chairs
Office Supplies,San Diego,United States,BS-11800,Bryan Spruell,0,1,9/26/2017,CA-2017-122371,Anna Andreadi,92037,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",$19,3,West,West,2497,64.17,Home Office,10/1/2017,Standard Class,California,Storage
Office Supplies,San Diego,United States,BS-11800,Bryan Spruell,0,1,9/26/2017,CA-2017-122371,Anna Andreadi,92037,OFF-EN-10000056,Cameo Buff Policy Envelopes,$58,2,West,West,2498,124.46,Home Office,10/1/2017,Standard Class,California,Envelopes
Office Supplies,San Francisco,United States,BT-11395,Bill Tyler,0.2,1,5/19/2018,CA-2018-126935,Anna Andreadi,94109,OFF-BI-10004817,GBC Personal VeloBind Strips,$3,1,West,West,2499,9.584,Corporate,5/24/2018,Standard Class,California,Binders
Office Supplies,Miami,United States,DC-12850,Dan Campbell,0.2,1,6/22/2019,US-2019-133781,Cassandra Brandow,33178,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",$13,3,South,South,2500,37.608,Consumer,6/23/2019,First Class,Florida,Envelopes
Office Supplies,Skokie,United States,LS-17200,Luke Schmidt,0.2,1,6/17/2019,CA-2019-131618,Kelly Williams,60076,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",$4,2,Central,Central,2501,12.224,Corporate,6/20/2019,First Class,Illinois,Paper
Office Supplies,Skokie,United States,LS-17200,Luke Schmidt,0.8,1,6/17/2019,CA-2019-131618,Kelly Williams,60076,OFF-BI-10000546,Avery Durable Binders,-$4,4,Central,Central,2502,2.304,Corporate,6/20/2019,First Class,Illinois,Binders
Office Supplies,Skokie,United States,LS-17200,Luke Schmidt,0.8,1,6/17/2019,CA-2019-131618,Kelly Williams,60076,OFF-BI-10001294,Fellowes Binding Cases,-$16,4,Central,Central,2503,9.36,Corporate,6/20/2019,First Class,Illinois,Binders
Office Supplies,San Francisco,United States,RR-19315,Ralph Ritter,0,1,11/14/2018,CA-2018-149482,Anna Andreadi,94110,OFF-LA-10000248,Avery 52,$3,2,West,West,2504,7.38,Consumer,11/19/2018,Standard Class,California,Labels
Office Supplies,San Francisco,United States,KL-16645,Ken Lonsdale,0,1,7/25/2016,CA-2016-143917,Anna Andreadi,94122,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",$15,4,West,West,2505,53.72,Consumer,7/27/2016,Second Class,California,Storage
Office Supplies,San Francisco,United States,KL-16645,Ken Lonsdale,0,1,7/25/2016,CA-2016-143917,Anna Andreadi,94122,OFF-SU-10000151,High Speed Automatic Electric Letter Opener,$328,5,West,West,2506,8187.65,Consumer,7/27/2016,Second Class,California,Supplies
Furniture,San Francisco,United States,KL-16645,Ken Lonsdale,0,1,7/25/2016,CA-2016-143917,Anna Andreadi,94122,FUR-FU-10004351,Staple-based wall hangings,$34,8,West,West,2507,77.92,Consumer,7/27/2016,Second Class,California,Furnishings
Office Supplies,Houston,United States,RB-19435,Richard Bierner,0.8,1,7/2/2017,CA-2017-120397,Kelly Williams,77070,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,-$85,4,Central,Central,2508,32.784,Consumer,7/2/2017,Same Day,Texas,Appliances
Technology,Los Angeles,United States,MY-17380,Maribeth Yedwab,0.2,1,3/2/2019,CA-2019-163902,Anna Andreadi,90045,TEC-PH-10000675,Panasonic KX TS3282B Corded phone,$15,3,West,West,2509,196.776,Corporate,3/8/2019,Standard Class,California,Phones
Technology,Los Angeles,United States,MY-17380,Maribeth Yedwab,0,1,3/2/2019,CA-2019-163902,Anna Andreadi,90045,TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,$53,6,West,West,2510,479.94,Corporate,3/8/2019,Standard Class,California,Accessories
Office Supplies,Oklahoma City,United States,AW-10930,Arthur Wiediger,0,1,11/18/2018,CA-2018-136812,Kelly Williams,73120,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",$56,4,Central,Central,2511,1117.92,Home Office,11/23/2018,Standard Class,Oklahoma,Storage
Technology,Monroe,United States,KW-16570,Kelly Williams,0,1,4/18/2017,CA-2017-102722,Cassandra Brandow,71203,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,$42,6,South,South,2512,106.5,Consumer,4/19/2017,First Class,Louisiana,Accessories
Office Supplies,Tampa,United States,DB-12910,Daniel Byrd,0.7,1,12/2/2019,CA-2019-155089,Cassandra Brandow,33614,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",-$33,5,South,South,2513,45.66,Home Office,12/6/2019,Standard Class,Florida,Binders
Technology,Chicago,United States,BB-11545,Brenda Bowman,0.2,1,11/11/2018,CA-2018-124506,Kelly Williams,60623,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,$1,4,Central,Central,2514,95.968,Corporate,11/17/2018,Standard Class,Illinois,Accessories
Furniture,Chicago,United States,BB-11545,Brenda Bowman,0.3,1,11/11/2018,CA-2018-124506,Kelly Williams,60623,FUR-CH-10004540,Global Chrome Stack Chair,-$2,2,Central,Central,2515,47.992,Corporate,11/17/2018,Standard Class,Illinois,Chairs
Office Supplies,Bowling Green,United States,NP-18700,Nora Preis,0.2,1,9/5/2016,CA-2016-106572,Chuck Magee,43402,OFF-ST-10000585,Economy Rollaway Files,$20,2,East,East,2516,264.32,Consumer,9/10/2016,Standard Class,Ohio,Storage
Office Supplies,Houston,United States,PB-19105,Peter Bühler,0.2,1,11/15/2016,CA-2016-128888,Kelly Williams,77095,OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,$204,9,Central,Central,2517,604.656,Consumer,11/22/2016,Standard Class,Texas,Envelopes
Furniture,Westfield,United States,DW-13585,Dorothy Wardle,0,1,5/2/2019,CA-2019-123134,Chuck Magee,07090,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,$13,3,East,East,2518,129.93,Corporate,5/7/2019,Standard Class,New Jersey,Furnishings
Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,0,1,10/15/2018,CA-2018-124352,Kelly Williams,73120,OFF-LA-10004559,Avery 49,$10,7,Central,Central,2519,20.16,Home Office,10/21/2018,Standard Class,Oklahoma,Labels
Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,0,1,10/15/2018,CA-2018-124352,Kelly Williams,73120,OFF-LA-10003223,Avery 508,$14,6,Central,Central,2520,29.46,Home Office,10/21/2018,Standard Class,Oklahoma,Labels
Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,0,1,10/15/2018,CA-2018-124352,Kelly Williams,73120,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,$252,3,Central,Central,2521,868.59,Home Office,10/21/2018,Standard Class,Oklahoma,Appliances
Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,0,1,10/15/2018,CA-2018-124352,Kelly Williams,73120,OFF-PA-10003177,Xerox 1999,$6,2,Central,Central,2522,12.96,Home Office,10/21/2018,Standard Class,Oklahoma,Paper
Technology,Oklahoma City,United States,CD-12790,Cynthia Delaney,0,1,10/15/2018,CA-2018-124352,Kelly Williams,73120,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,$1,1,Central,Central,2523,5.5,Home Office,10/21/2018,Standard Class,Oklahoma,Phones
Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,0,1,10/15/2018,CA-2018-124352,Kelly Williams,73120,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,$56,4,Central,Central,2524,121.6,Home Office,10/21/2018,Standard Class,Oklahoma,Binders
Office Supplies,Houston,United States,TT-21220,Thomas Thornton,0.2,1,4/6/2017,CA-2017-124541,Kelly Williams,77041,OFF-AR-10004078,Newell 312,$5,9,Central,Central,2525,42.048,Consumer,4/10/2017,Standard Class,Texas,Art
Technology,Houston,United States,TT-21220,Thomas Thornton,0.2,1,4/6/2017,CA-2017-124541,Kelly Williams,77041,TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,$4,2,Central,Central,2526,25.488,Consumer,4/10/2017,Standard Class,Texas,Accessories
Office Supplies,Houston,United States,TT-21220,Thomas Thornton,0.8,1,4/6/2017,CA-2017-124541,Kelly Williams,77041,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,-$12,3,Central,Central,2527,6.9,Consumer,4/10/2017,Standard Class,Texas,Binders
Office Supplies,Houston,United States,TT-21220,Thomas Thornton,0.8,1,4/6/2017,CA-2017-124541,Kelly Williams,77041,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-$17,6,Central,Central,2528,9.648,Consumer,4/10/2017,Standard Class,Texas,Binders
Office Supplies,Houston,United States,TT-21220,Thomas Thornton,0.2,1,4/6/2017,CA-2017-124541,Kelly Williams,77041,OFF-PA-10001526,Xerox 1949,$3,2,Central,Central,2529,7.968,Consumer,4/10/2017,Standard Class,Texas,Paper
Office Supplies,Fort Lauderdale,United States,DB-12910,Daniel Byrd,0.2,1,10/24/2016,CA-2016-108707,Cassandra Brandow,33311,OFF-PA-10000788,Xerox 210,$4,2,South,South,2530,10.368,Home Office,10/29/2016,Standard Class,Florida,Paper
Office Supplies,Little Rock,United States,DJ-13510,Don Jones,0,1,8/17/2016,CA-2016-111500,Cassandra Brandow,72209,OFF-PA-10000595,Xerox 1929,$53,5,South,South,2531,114.2,Corporate,8/21/2016,Standard Class,Arkansas,Paper
Office Supplies,Little Rock,United States,DJ-13510,Don Jones,0,1,8/17/2016,CA-2016-111500,Cassandra Brandow,72209,OFF-BI-10000829,Avery Non-Stick Binders,$8,4,South,South,2532,17.96,Corporate,8/21/2016,Standard Class,Arkansas,Binders
Office Supplies,Little Rock,United States,DJ-13510,Don Jones,0,1,8/17/2016,CA-2016-111500,Cassandra Brandow,72209,OFF-FA-10002676,Colored Push Pins,$5,7,South,South,2533,12.67,Corporate,8/21/2016,Standard Class,Arkansas,Fasteners
Technology,Little Rock,United States,DJ-13510,Don Jones,0,1,8/17/2016,CA-2016-111500,Cassandra Brandow,72209,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,$122,4,South,South,2534,339.96,Corporate,8/21/2016,Standard Class,Arkansas,Accessories
Office Supplies,Philadelphia,United States,DL-13495,Dionis Lloyd,0.2,1,8/15/2019,US-2019-117723,Chuck Magee,19120,OFF-ST-10004459,Tennsco Single-Tier Lockers,-$338,6,East,East,2535,1801.632,Corporate,8/18/2019,Second Class,Pennsylvania,Storage
Technology,La Quinta,United States,LO-17170,Lori Olson,0,1,9/6/2017,CA-2017-143238,Anna Andreadi,92253,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,$18,4,West,West,2536,46.32,Corporate,9/8/2017,First Class,California,Accessories
Furniture,Cleveland,United States,SV-20365,Seth Vernon,0.3,1,1/27/2017,CA-2017-168746,Chuck Magee,44105,FUR-CH-10000513,High-Back Leather Manager's Chair,-$55,2,East,East,2537,181.986,Consumer,1/29/2017,Second Class,Ohio,Chairs
Technology,Cleveland,United States,SV-20365,Seth Vernon,0.4,1,1/27/2017,CA-2017-168746,Chuck Magee,44105,TEC-PH-10000895,Polycom VVX 310 VoIP phone,-$101,4,East,East,2538,431.976,Consumer,1/29/2017,Second Class,Ohio,Phones
Technology,Cleveland,United States,SV-20365,Seth Vernon,0.4,1,1/27/2017,CA-2017-168746,Chuck Magee,44105,TEC-PH-10002555,Nortel Meridian M5316 Digital phone,-$36,1,East,East,2539,155.37,Consumer,1/29/2017,Second Class,Ohio,Phones
Furniture,San Francisco,United States,EM-13810,Eleni McCrary,0.2,1,7/16/2017,CA-2017-113404,Anna Andreadi,94122,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,-$219,6,West,West,2540,1348.704,Corporate,7/16/2017,Same Day,California,Chairs
Furniture,San Francisco,United States,EM-13810,Eleni McCrary,0.2,1,7/16/2017,CA-2017-113404,Anna Andreadi,94122,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,$79,3,West,West,2541,700.152,Corporate,7/16/2017,Same Day,California,Chairs
Furniture,Scottsdale,United States,KD-16615,Ken Dana,0.2,1,4/30/2018,CA-2018-144792,Anna Andreadi,85254,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,$22,7,West,West,2542,111.888,Corporate,5/4/2018,Standard Class,Arizona,Furnishings
